Organization_Name,Estimated_Revenue_Range,Total_Funding_Amount,Headquarters_Location,Description,Founded_Date,Number_of_Founders,Funding_Status,Funding_Stage,Number_Funding_Rounds,Number_of_Investors,Industries,Industry_Groups,Sector_Size,Number_of_Employees,Downloads_Last_30_Days,Number_of_Apps,Visit_Duration,Bounce_Rate,Monthly_Visits,Monthly_Visits_Growth,Exit_status
Jawraa,30000000,,Riyadh ,"Jawraa provides technical, management and operations consulting to enterprises and government.",2016,,,Seed,,,"Consulting, Information Technology, Service Industry",EduTech,4760000000,376,,,403,86%,5810,97%,
The Start-up Gate,,,Jeddah ,The Start-up Gate is an online platform to help the entrepreneurs by providing education and tools needed for the growth of their startup.,2014,,M&A,Series B,,,"Business Intelligence, Corporate Training, Information Technology, Predictive Analytics",E-Commerce,13000000000,31,,,,,,,1
Arabian Ethicals,,,Riyadh ,"Arabian Ethicals specializes in the fields of management, warehousing and distribution solutions for the pharmaceutical manufacturers.",1993,,,Series C,,,"Medical, Pharmaceutical, Supply Chain Management, Warehousing",IT,13000000000,176,,,,,,,0
Datability Systems,5500000,,Riyadh ,Datability Systems is a company that provides order management services.,2017,,,Seed,,,"Information Technology, Intelligent Systems, Software",Travel&Tourism ,18000000000,6,,,,,,,
Wafrah For Industry And Development Co.,30000000,,Riyadh ,Wafrah for Industry & Development owns & operates four modern & technically advanced factories that produce high quality food products.,2020,,IPO,Seed,,,"Food and Beverage, Food Processing, Manufacturing",Media&Entertainment,49500000000,6,,,,,,,1
As Salama Hospital,,,Jeddah ,"As Salama Hospital is a private hospital in Khobar, Saudi Arabia.",2000,,,Series C,,,"Health Care, Hospital",Consultancy  ,13000000000,176,,,6,0%,1154,342%,0
Creative Blend,,,Riyadh ,Creative Blend is an advertising and branding agency.,2016,,,Seed,,,"Advertising, Marketing, Social Media",Sales&Marketing,13000000000,76,,,55,82%,1894,-10%,
Forsan Foods and Consumer Products,300000000,,Riyadh ,"Forsan Foods and Consumer Products is a manufacturer, retailer and distributor of meat, bakery ingredients, and consumer items.",2015,,,Series B,,,"Food and Beverage, Food Processing, Manufacturing, Retail",Consultancy  ,13000000000,6,,,9,90%,469,,0
Table Knight Games,,,Riyadh ,Game Development Studio,2018,,,Seed,,,"Android, Gaming, iOS, Mobile Apps, Software, Video Games",FinTech,13000000000,6,,,,,,,
Tetco,,,Riyadh ,Tetco helps the education sector with information technology tasks and by providing solutions to both private and public sectors.,2010,,,Series B,,,"EdTech, Education, Information Technology",Consumer Services,42000000000,31,,,112,89%,4145,-80%,0
Bagedo IB,1000000,,Riyadh ,An ecommerce expert with an array of solutions for business owners,2021,,,Seed,,,"E-Commerce, Software",Sales&Marketing,13000000000,6,,,,,,,
Saudisoft,,,Riyadh ,"Saudisoft provides distribution services, software solutions, translation and localization services.",2009,,,Series B,,,"Information Technology, Software, Translation Service",HealthTech ,5400000000,31,,,366,79%,57447,-86%,0
OSCAR,,,Riyadh ,OSCAR is a startup looking to develop a localized sustainable procurement platform and due diligence solution.,2017,1,,Seed,,,"Procurement, Sustainability",Consumer Services,42000000000,6,,,,,,,
32Personalities,,,Jeddah ,"Personality Test, Community and Compatibility Chart",1980,,,Series C,,,"Apps, Personal Development, Social Network",FinTech,13000000000,751,,,,,,,0
Gulf Research Center,5500000,,Riyadh ,"Gulf Research Center provides research, analysis, consultation, publication, executive learning, GRC fellowship and events services.",2018,,,Seed,,,"Consulting, Product Research, Publishing",HealthTech,5400000000,376,4,9,83,43%,2808,26%,
Ways,,,Riyadh ,Ways is a marketing and advertising agency.,2004,,,Series B,,,"Advertising, Marketing",FinTech,13000000000,31,,,100,34%,262,-94%,0
Professional Recruitment,5500000,,Riyadh ,A Recruitment firm Specialized in Executive level. ,2017,1,,Seed,,,"Consulting, Human Resources, Legal",FinTech,13000000000,31,,,,,,,
Hunting Dollars,,,Riyadh ,Hunting Dollars is a stage to assist Startups and Angel Investors to find each others.,2015,2,,Series B,,,"Angel Investment, Information Services, Private Social Networking, Small and Medium Businesses",Consumer Services,42000000000,31,,,,,,,0
N5 Holding,,,Riyadh ,N5 Holding is a Saudi company dedicated to high quality work and is premised on building a strong and dynamic Saudi Arabia.,2011,,,Series B,,,Government,IT,13000000000,376,,,,,,,0
Reayyat,,,Riyadh ,Reayyat is a sponsorship platform for community of interests & non-profit organizations.,2019,2,,Seed,,,"Communities, Marketing, Social Entrepreneurship, Sponsorship",Travel&Tourism ,18000000000,6,,,20,0%,31,,
Health Matrix,,,Riyadh ,"Health Matrix offer solutions on healthcare, workforce management, infection control, surveillance patient and staff engagement.",2007,1,,Series B,,,"Consulting, Health Care, Information Technology, Professional Services",IT,13000000000,6,,,0,100%,371,-11%,0
Grownomy,5500000,,Ash Sharqiyah,"Grownomy is a professional services company providing consultancy, technology, project and operations services.",2005,,,Series B,,,"Business Development, Information Services, Information Technology",IT,13000000000,6,,,,,,,0
Alhamrani Universal,,,Jeddah ,"Alhamrani Universal offers software managed services, financial, retail, future digital, physical, and cyber security solutions.",1997,,,Series C,,,"Apps, Cyber Security, Financial Services",Travel&Tourism ,18000000000,176,,,2557,67%,666,-47%,1
Ascend Healthcare Solutions,5500000,,Ash Sharqiyah,Ascend Healthcare Solutions enable their clients focusing on opportunities to unlock value and drive outcomes.,1997,,,Series C,,,"Health Care, Hospital, Medical",E-Commerce,13000000000,6,,,3410,29%,136765,46%,0
Money Experts Company,,,Riyadh ,Money Experts Company provides business and finance training.,2013,,,Series B,,,"Education, Finance, Financial Services, Training",Business Intelligence,13000000000,6,,,111,70%,12276,133%,0
Saudi Real Estate Refinance Company,5500000,,Riyadh ,Saudi Real Estate Refinance Company provides real estate financing solution services.,2015,,,Series B,,,"Finance, Financial Services, Real Estate Investment",E-Commerce,13000000000,31,,,,,,,0
Saboonah ØµØ§Ø¨ÙˆÙ†Ø©,,,Riyadh ,Saboonah is App for cloths laundry in Saudi Arabia,2016,1,Seed,Pre-Seed,1,1,"Apps, Delivery, Laundry and Dry-cleaning",E-Commerce,13000000000,31,,14,,,,,
Securenass,,,Jeddah ,"Securenass specializes in network security, cybersecurity, compliance, penetration testing, digital forensics, and cloud security services.",1993,,,Series C,,,"Cloud Security, Compliance, Cyber Security, Information Technology, Network Security",Travel&Tourism ,18000000000,751,,,0,100%,172,-78%,1
Dileel,,,Riyadh ,"With the easiest and fastest way and the variety of options, we designed the events guide to be the best solution for your events.",2007,1,,Series B,,,"Business Travel, Customer Service, Software",Data Analysis,13000000000,76,,,,,,,0
Squircle,1000000,,Riyad,We focused on the gap between the needs and availability of services and build the strong services that's satisfied needs.,1989,,,Series C,,,Internet,IT,13000000000,76,,,,,,,0
ARABIAN SPAR CO. LTD,30000000,,Riyadh ,"SPAR has evolved as a pioneer in the provision of various types of Access Solutions, Scaffolding products, Scaffolding in al jubail.",2015,,,Series B,,,,Consultancy  ,13000000000,31,,,,,,,0
Budget Saudi,,,Riyadh ,Budget Saudi is a vehicle renting and leasing company.,1994,1,IPO,Series C,,,"Automotive, Limousine Service, Rental, Sales, Transportation",Energy,49500000000,31,,,327,37%,55612,-28%,1
Gulf Computer Center,1000000,,Riyadh ,best quality electronic products,2009,,,Series B,,,"E-Commerce, Electronics",Telecommunication,2500000000,31,,,,,,,0
Mittal Technology Solutions,,,Jeddah ,Mittal Technology Solutions is a provider of network and IT solutions.,2011,,,Series B,,,"Business Intelligence, Enterprise Applications, Information Technology, RFID",EduTech,4760000000,6,,,,,,,0
ekuep,5500000,,Riyadh ,ekuep is a online restaurant and cafe equipment supplier.,2020,,,Seed,,,"Consumer Goods, E-Commerce, Retail",Food&Beverage ,42000000000,6,,,288,58%,70526,-26%,
Homoola,,,Riyadh ,"Homoola is an online shipping marketplace for carriers, shippers and transportation deals.",2011,,,Series B,,,"Automotive, Marketplace, Transportation",IT,13000000000,6,,,,,,,0
Saudi Airlines Catering,,,Riyadh ,Saudi Airlines Catering provides catering and other support services to airline.,2019,,IPO,Seed,,,"Catering, Food and Beverage, Hospitality",IT,13000000000,6,,,696,78%,11816,-53%,1
MBUZZ,5500000,,Sharqiyah,"MBUZZ is an ICT company that specializes in cyber security, artificial intelligence, and IoT and consultancy services.",1992,,,Series C,,,"Big Data, Consulting, Cyber Security, Information and Communications Technology (ICT), Internet of Things",Real Estate,2500000000,376,,,,,,,1
Tasheel Information Technology,,,Riyadh ,Tasheel Information Technology is proud of providing innovative solutions and services with excellence beyond comparison.,1996,,,Series C,,,"Information Services, Information Technology",Energy,49500000000,6,,,,,,,1
Ettesaq,5500000,,Riyadh ,Ettesaq is a consulting compnay offers software licensing.,2009,,,Series B,,,"Developer Tools, Professional Services, Software, Technical Support",Telecommunication,2500000000,176,,,0,100%,262,323%,0
Saudi Advanced Industries Co.,30000000,,Riyadh ,"Saudi Advanced Industries Co. is an investment company focusing on industries like oil and gas industries, petrochemical industries, etc.",2000,,IPO,Series C,,,"Energy, Impact Investing, Oil and Gas",EduTech,4760000000,176,,,,,,,1
Dawiyat,5500000,,Ash Sharqiyah,"Dawiyat aims to provide integrated telecom services and improve the quality, reliability, and speed of broadband services and IP Services.",1990,,,Series C,,,Telecommunications,Travel&Tourism ,18000000000,31,,,44,0%,1336,55%,0
Smartable,5500000,,Jeddah ,"Your SMART Guide for Successful Life An Innovative Ed-Tech Platform to guide you to your best fit career, and reward you for it!",2007,1,,Series B,,,"Career Planning, EdTech, Education, Software",FinTech,13000000000,176,,,0,100%,302,,0
Coffinado,,,Riyadh ,Coffinado is an e-Commerce platform providing a variety of coffee beans to customers & coffee shops from self-owned roasters.,2011,1,Seed,Seed,2,1,"Coffee, E-Commerce, Food and Beverage",Consultancy  ,13000000000,376,,,419,50%,1606,3%,0
EDesigner,,,Riyadh ,EDesigner is an internet company specialized in web & graphic design and web development services.,2017,,,Seed,,,"Graphic Design, Information Technology, Web Design, Web Development",FinTech,13000000000,31,,,,,,,
Experia,,,Ash Sharqiyah ,SaaS Customer engagement and care in digital and social channels,2012,,,Series B,,,"Information Technology, Marketing, Software",IT,13000000000,31,,,,,,,0
Radicon Gulf Consult,,,Al Qasim ,Radicon Gulf Consult provides design and engineering services in the Middle East.,2017,,M&A,Seed,,,"Construction, Environmental Engineering",Artificial Intelligence,13000000000,31,,,,,,,1
Saudi Industrial Investment Group,5500000000,,Jeddah ,Saudi Industrial Investment Group is a petrochemical company with the main goal is to invest in the petrochemical industry.,2010,,IPO,Series B,,,"Impact Investing, Oil and Gas",Data Analysis,13000000000,176,,,162,0%,3646,-20%,1
Azyan Telecom,,,Riyadh ,"Azyan Telecom provides telecom products and accessories to the Saudi market through wholesale distribution, direct sales and retail.",2001,,,Series B,,,Telecommunications,EduTech,4760000000,76,,,0,100%,923,75%,0
Kingdom Schools,5500000,,Riyadh ,Kingdom Schools provide the general education environment for children of all ages.,2012,,,Series B,,,"Education, Higher Education, Primary Education, Secondary Education",EduTech,4760000000,376,,,,,,,0
Hassan Jameel for Cars,,,Riyadh,Hassan Jameel for Cars is a provider of automotive maintenance and Authorized Toyota and Lexus car dealership.,2000,,,Series C,,,"Automotive, Autonomous Vehicles, Commercial, Sales",IT,13000000000,31,,,1537,50%,1272,,0
Itqan Capital,5500000,,Riyadh ,"Itqan Capital provides a broad spectrum of investment banking, asset management, equity and real estate investment, and advisory services.",2003,,,Series B,,,"Advice, Asset Management, Banking, Financial Services, Real Estate Investment",Artificial Intelligence,13000000000,31,,,420,0%,89,-77%,0
Nudhum,30000000,,Ash Sharqiyah,Nudhum focuses deliver cost effective solutions for business using engagement model that helps to streamline business projects effectively.,2017,,,Seed,,,"Consulting, Information and Communications Technology (ICT), Information Technology, Project Management, Software",IT,13000000000,176,,,1769,0%,235,-44%,1
Audi Capital,5500000,,Ash Sharqiyah,"Provides mergers and acquisitions financial advisory, underwriting services, and structured and project finance.",1989,,,Series C,,,Financial Services,IT,13000000000,31,,,,,,,0
cloudy sahbyah,5500000,,Ash Sharqiyah,Sahabyah is software vendor located in Al Khobar in Saudi Arabia which is specialized in selling and distributing cloud based solution.,1990,,,Series C,,,"Information Technology, Software",Food&Beverage ,42000000000,751,,,,,,,0
World of Systems and Software,5500000,,Ash Sharqiyah,World of Systems and Software is a Saudi company specializing in information technology and cloud solutions.,1980,,,Series C,,,"Information Technology, Predictive Analytics, Software",Real Estate,2500000000,176,,,0,100%,24,-86%,0
Aspiring Technologies,1000000,,Riyadh ,"Aspiring Technologies offers IT infrastructure, data center, web design along with networking, surveillance and security solution services.",2018,,,Seed,,,"Data Center, Data Center Automation, Information Technology, IT Infrastructure, Network Security, Web Design",E-Commerce,13000000000,7,,,9,0%,62,,
SmartWay,300000000,,Riyadh ,SmartWay mission is to create and develop a knowledge society through smart integrated systems according to global standards.,2009,,,Series B,,,"E-Learning, Professional Services, Software",Insurtech,13000000000,76,,,,,,,0
Tatweer Transportation Services,,,Riyadh ,"Tatweer Transportation Services provides educational transportation services for schools, developing the educational transport sector.",1994,,,Series C,,,Education,Insurtech,13000000000,376,637,6,658,35%,25400,-97%,1
AiN Technologies,,,Jeddah ,"AiN Technologies is an IT company for web hosting, website and mobile app development services.",1988,,,Series C,,,"Mobile Apps, Software, Web Development, Web Hosting",FinTech,13000000000,31,,,,,,,1
Creative Solutions,5500000,,Jeddah ,"Creative Solutions is expert in Software Development, Web Development and Network Solutions,Consultation based in Riyadh Saudi Arabia.",2016,,,Seed,,,"CRM, Information Technology, Intelligent Systems, Internet, Software, Web Design",E-Commerce,13000000000,6,,,297,24%,2382,91%,
