Organization_Name,Estimated_Revenue_Range,Total_Funding_Amount,Headquarters_Location,Description,Founded_Date,Number_of_Founders,Funding_Status,Funding_Stage,Number_Funding_Rounds,Number_of_Investors,Industries,Industry_Groups,Sector_Size,Number_of_Employees,Downloads_Last_30_Days,Number_of_Apps,Visit_Duration,Bounce_Rate,Monthly_Visits,Monthly_Visits_Growth,Exit_status
Zohoor Alreef,30000000,,Riyadh ,Zohoor Alreef is a manufacturer and retailer of perfumes.,2017,,,Seed,,,"Beauty, Cosmetics, Manufacturing",Consumer Services,42000000000,176,,,0,100%,3107,-16%,servival
Sidra Capital,1000000,,Riyadh ,"Sidra Capital is an asset management firm that specializes in real estate, investment banking, financial strategies and advisory services.",1990,,,Series C,,,"Advice, Asset Management, Financial Services, Real Estate",Sales&Marketing,13000000000,76,,,0,92%,701,-60%,servival
Alamthal Financing,5500000,,Riyadh ,"Alamthal Financing provides individual finance, points of sale, financing programs, small and medium enterprises financing services.",2012,,,Series B,,,"Enterprise, Finance, Financial Services",Sales&Marketing,13000000000,31,,,0,100%,1833,251%,servival
Saudi Gazette,5500000,,Riyadh ,Saudi Gazette is a Saudi Arabian English-language daily newspaper committed to providing readers with the news and information they rely on.,2015,,,Series B,,,Social News,Travel&Tourism ,18000000000,176,,,349,67%,1616608,-20%,servival
Haraj,,,Jeddah ,Haraj is a technical service that enables the user to compose and post ads.,2006,1,,Series B,,,"Advertising, Internet, Predictive Analytics",IT,13000000000,31,"389,620",7,1082,38%,14800850,-29%,servival
Rent Human Resources,,,Riyadh ,Rent Human Resources is a Saudi overseas recruitment company.,1992,,,Series C,,,"Human Resources, Recruiting",Real Estate,2500000000,751,,,,,,,servival
CSE,30000000,,Riyadh ,CSE provides software and information technology services.,1998,,,Series C,,,"Information Technology, Professional Services, Software",IT,13000000000,31,,,,,,,servival
Council for Saudi Chambers of Commerce and Industry,,,Riyadh ,The Council for Saudi Chambers is the legitimate representative of the Saudi business community.,2018,,,Seed,,,"Business Development, Government",Sales&Marketing,13000000000,31,,,13,71%,3270,688%,servival
Al Khaleejiah,1000000,,Riyadh ,Al Khaleejiah constantly supports and publishes details of media research and distribution Obtained by bona-fide independent companies.,2010,,,Series B,,,Advertising,IT,13000000000,31,,,,,,,servival
Bold Agency,,,Jeddah ,Bold Agency is a communication and advertising agency.,2011,,,Series B,,,"Advertising, Marketing",Financial Services,13000000000,176,,,,,,,servival
GDC Middle East,5500000,,Riyadh ,"GDC Middle East specializes in aerospace engineering, flights operations, aerospace integration center, and material logistics services.",2020,,,Seed,,,"Aerospace, Air Transportation, Logistics",E-Commerce,13000000000,376,,,0,100%,631,,servival
INDORSE TECHNOLOGIES,1000000,,Riyadh ,Indorse Technologies is a software vendor that provides solutions to facilitate e-transactions for businesses.,2013,2,,Series B,,,"Information Technology, Internet, Messaging, Software, Text Analytics",Sales&Marketing,13000000000,6,,,,,,,servival
Gulf Group,,,Riyadh ,Gulf Group is a mechanical engineering and industrial company that undertakes contracts and maintenance of HVAC and industrial systems.,2019,,,Seed,,,"Construction, Industrial, Industrial Engineering",Artificial Intelligence,13000000000,31,,,,,,,servival
Dimofinf,30000000,,Jeddah ,Dimofinf is a website where users can search for available domain names and claim them.,2014,,,Series B,,,"Cloud Computing, Flash Storage, Web Development, Web Hosting",IT,13000000000,31,,,873,39%,45490,14%,servival
NAQI,,,Riyadh ,NAQI is a provider of domestic water purification and desalination technologies.,2009,,,Series B,,,"Sales, Water Purification",Sales&Marketing,13000000000,76,,,588,60%,67225,-9%,servival
Olivo Technologies,,,Riyadh ,Olivo Technologies is an information technology solutions and services company.,2017,,,Seed,,,"Information Services, Information Technology",EduTech,4760000000,751,,,,,,,servival
Hazim Consulting,,,Ash Sharqiyah,Hazim Consulting is a engineering consulting firm to provide creative and sustainable solutions.,2010,,,Series B,,,"Asset Management, Civil Engineering, Project Management",Media&Entertainment,49500000000,6,,,29,0%,132,,servival
Bettertech,,,Riyadh ,"A Professional Software & Web Development Company in Saudi Arabia that specializes in Web Applications, Mobile Apps, Digital Marketing",2020,,,Seed,,,"Apps, Consulting, E-Commerce, Industrial Automation, Information Technology, Internet, Marketing, Software, Web Design, Web Development",Food&Beverage ,42000000000,31,,,88,75%,836,45%,servival
Edge Marketing & Communication,,,Jeddah ,Edge Marketing & Communication social media and digital communications agency.,2009,,,Series B,,,"Advertising, Marketing, Social Media",Insurtech,13000000000,176,,,,,,,exited
Hudhud Systems,,,Riyadh ,"Hudhud is a self-service, no-code SaaS platform that allows you to design engaging AI chatbots and deploy them across different channels.",2013,,,Series B,,,"Artificial Intelligence, CRM, Machine Learning, Natural Language Processing, SaaS, Social CRM, Software, Virtual Assistant",Real Estate,2500000000,76,,,0,100%,69,,exited
Hal Forever IT Systems,,,Jeddah ,Hal is a niche technology company focused on SMB growth and Educational institutions to deliver Quality.,2010,,,Series B,,,Software,IT,13000000000,6,94,3,31,70%,526,,servival
bezaat,5500000,,Riyadh ,Bezaat is an online classified service that buys and sells without commission or broker fees.,1990,,,Series C,,,"Advertising, Automotive, Classifieds",Energy,49500000000,176,,2,747,56%,112900,-37%,servival
Saudi Industrial Resins,,,Riyadh ,Saudi Industrial Resins is a petrochemical manufacturing company.,2016,,,Seed,,,"Chemical, Manufacturing, Oil and Gas",IT,13000000000,31,,,,,,,servival
KPMG Saudi Arabia,5500000000,,Riyadh ,KPMG Saudi Arabia is a service provider which providing university education.,2012,,,Series B,,,Education,Sales&Marketing,13000000000,6,,,,,,,servival
Lottery Pros,1000000,,Riyadh ,One Stop Shop for Lottery Players,2007,,,Series B,,,"Gambling, Internet",Financial Services,13000000000,76,,,214,77%,14469,171%,servival
Weee,,,Riyadh ,AI Bot,2002,,,Series B,,,"Delivery, E-Commerce, Food Delivery, Home Services, Information Technology, Predictive Analytics, Professional Services, Transportation, Travel",IT,13000000000,31,,,,,,,servival
United Cooperative Assurance Co.,30000000,,Riyadh ,United Cooperative Assurance Co.is a cooperative insurance company  that practice insurance and reinsurance activities/business.,2009,,IPO,Series B,,,"Health Insurance, Insurance",Consultancy  ,13000000000,31,,,1124,21%,26530,298%,exited
Umm Al-Qura Cement Co.,75000000,,Riyadh ,Umm Al-Qura Cement Co. is a cement manufacturing company having a factory with 6000 tons per day production capacity.,2018,,IPO,Seed,,,"Building Material, Manufacturing",Travel&Tourism ,18000000000,6,,,,,,,exited
Global Investments Holdings,5500000,,Riyadh ,Liability Company,1990,1,,Series C,,,,Energy,49500000000,31,,,,,,,exited
Tasâ€™helat Marketing,5500000,,Jeddah ,Tasâ€™helat Marketing Company is the first Saudi Company that owns and operates a chain of retail fuel outlets and car service centers.,2016,,,Seed,,,"Customer Service, Energy Management, Fuel",Travel&Tourism ,18000000000,6,,,110,0%,1147,348%,servival
Numrah,5500000,,Riyadh ,"Numrah specializes in mobile development, chatbox, intuitive mobile and messaging solutions.",2017,,,Seed,,,"Information Technology, Mobile Apps, Software",E-Commerce,13000000000,6,,,,,,,servival
Right Click,,,Riyadh ,Right Click is a public relations and digital marketing agency.,2016,,,Seed,,,"Advertising, Digital Marketing, Public Relations",IT,13000000000,6,,,0,100%,259,3600%,servival
Derayah Financial,30000000,,Jeddah ,Derayah was established to protect and empower individual investors to take control of their financial success.,2015,,,Series B,,,Financial Services,E-Commerce,13000000000,6,,,,,,,servival
Exa Information Technology,30000000,,Riyadh ,Exa Information Technology is an IT company that provides cloud and cyber security services.,2003,,,Series B,,,"Cloud Data Services, Cyber Security, Information Technology",IT,13000000000,31,,,0,100%,612,,servival
Araamis,,,Riyadh ,Araamis is a management consulting company.,2004,,,Series B,,,"Management Consulting, Project Management",Media&Entertainment,49500000000,751,,,0,100%,745,-41%,exited
Saryah,1000000,,Riyadh ,Saryah provides an electronic platform which offers information about the most prominent historical and tourist sites.,2007,,Seed,Seed,1,1,"Tourism, Travel, Travel Agency",Consultancy  ,13000000000,76,,,,,,,servival
United Wire Factories Co.,300000000,,Riyadh ,Union Wire Factory is a wire manufacturing company with a product range from metal wires to drawing and galvanizing and forming.,2012,1,IPO,Series B,,,"Industrial, Manufacturing",Telecommunication,2500000000,31,,,,,,,exited
Gurfati.com,,,Riyadh ,"Gurfati.com provides reservation services for furnished apartments, chalets and rest houses across all regions of Saudi Arabia.",2009,,,Series B,,,"E-Commerce, Travel Accommodations",Consultancy  ,13000000000,176,,2,,,,,servival
Snapbuy,,,Riyadh ,"A platform app where you sell, buy and auction in fast & easy way",2017,3,,Series A,1,1,E-Commerce,Financial Services ,13000000000,31,,,,,,,servival
DigiCart,,,Riyadh ,Information Technology company offering App & Web development,2007,2,,Series B,,,Information Technology,Sales&Marketing,13000000000,176,,,,,,,servival
KaafMeem,,,Riyadh ,"KaafMeem is an e-shop that provides fashionable clothing, elegant modern hijab, scarves and other fashion accessories.",2017,,,Seed,,,"E-Commerce, Fashion, Retail",Consultancy  ,13000000000,6,,,36,0%,374,,servival
Methanol Chemicals Co.,300000000,,Riyadh ,Methanol Chemicals Co is an integrated and reliable global producer of methanol and derivatives with speciality in formaldehyde production.,2017,,IPO,Seed,,,"Chemical, Chemical Engineering, Manufacturing",Consultancy  ,13000000000,6,,,101,50%,278,1%,exited
EBOX Solutions,5500000,,Jizan,EBOX Solutions is a digital design and interactive IT solutions company.,2017,,,Seed,,,"Information Technology, Software, Web Design",Consumer Services,42000000000,7,,,,,,,exited
Leejam Sports Co,300000000,,Riyadh ,Leejam Sports Co is a sport center chain in MENA providing fitness technology & highly trained professional staff for the fitness community.,1991,,IPO,Series C,,,"Fitness, Sports",Energy,49500000000,176,,,,,,,exited
Security Matterz,,,Riyadh ,"Security Matterz is a company which provides IT Security, Infrastructure and Networking, and Consulting services.",1998,,,Series C,,,"Consulting, Information Technology, IT Infrastructure, Predictive Analytics",Consumer Services,42000000000,376,,,781,50%,286,,servival
Exacall,,,Riyadh ,ExaCall provides the best innovative and integrated solutions for calls with a flexible system to serve companies and call centers.,2005,,,Series B,,,"Email, Telecommunications",Consultancy  ,13000000000,31,,,599,27%,1182,-31%,servival
ANMAT,5500000,,Jeddah ,ANMAT is a regional consulting and technology Arab firm that provides IT support and services.,2018,,,Seed,,,"Consulting, Information Technology, Service Industry",Business Intelligence,13000000000,7,,,0,100%,172,,exited
SAIB BNP Paribas Asset Management,,,Tabuk,SAIB BNP Paribas Asset Management is provider of financial advisory services.,1990,,,Series C,,,"Asset Management, B2B, Consulting, Predictive Analytics",Media&Entertainment,49500000000,176,,,,,,,servival
Maestro,,,Riyadh ,Maestro is a marketing and event management company.,2003,,,Series B,,,"Advertising, Event Management, Marketing",Artificial Intelligence,13000000000,76,,,,,,,servival
Golden Logic Co.,,,Riyadh ,"Golden Logic Co. provides software services, technology consultancy, design and development solutions for various verticals.",1989,,,Series C,,,"Consulting, Information Technology, Software",Food&Beverage ,42000000000,76,,,0,100%,41,,exited
Ceodeck,,,Ash Sharqiyah ,Ceodeck is a web platform and app that allows users to track and share numbers.,1990,,Seed,Seed,1,1,"Management Consulting, Mobile",HealthTech,5400000000,376,,,,,,,servival
Jazadco,,,Riyadh ,Jazadco is one of the largest fishery and agricultural companies in Saudi Arabia.,2015,,,Series B,,,Agriculture,Sales&Marketing,13000000000,6,,,22,0%,384,,servival
Arabian Pipes Co.,300000000,,Riyadh ,"Arabian Pipes Co. manufactures & markets welded steel pipes for Oil and Gas, Structural and commercial utilization.",1980,,IPO,Series C,,,"Industrial, Manufacturing",Food&Beverage ,42000000000,751,,,28,50%,352,-57%,exited
Ensan Charity Committee for Orphans Care,,,Riyadh ,Ensan Charity Committee for Orphans Care is a non-profit organization that supports and assists children with various programs and services.,2017,,,Seed,,,"Charity, Children, Non Profit, Social Assistance",Media&Entertainment,49500000000,6,,,333,71%,7255,4%,servival
Jawraa,30000000,,Riyadh ,"Jawraa provides technical, management and operations consulting to enterprises and government.",2016,,,Seed,,,"Consulting, Information Technology, Service Industry",EduTech,4760000000,376,,,403,86%,5810,97%,servival
The Start-up Gate,,,Jeddah ,The Start-up Gate is an online platform to help the entrepreneurs by providing education and tools needed for the growth of their startup.,2014,,M&A,Series B,,,"Business Intelligence, Corporate Training, Information Technology, Predictive Analytics",E-Commerce,13000000000,31,,,,,,,exited
Arabian Ethicals,,,Riyadh ,"Arabian Ethicals specializes in the fields of management, warehousing and distribution solutions for the pharmaceutical manufacturers.",1993,,,Series C,,,"Medical, Pharmaceutical, Supply Chain Management, Warehousing",IT,13000000000,176,,,,,,,servival
Datability Systems,5500000,,Riyadh ,Datability Systems is a company that provides order management services.,2017,,,Seed,,,"Information Technology, Intelligent Systems, Software",Travel&Tourism ,18000000000,6,,,,,,,servival
Wafrah For Industry And Development Co.,30000000,,Riyadh ,Wafrah for Industry & Development owns & operates four modern & technically advanced factories that produce high quality food products.,2020,,IPO,Seed,,,"Food and Beverage, Food Processing, Manufacturing",Media&Entertainment,49500000000,6,,,,,,,exited
As Salama Hospital,,,Jeddah ,"As Salama Hospital is a private hospital in Khobar, Saudi Arabia.",2000,,,Series C,,,"Health Care, Hospital",Consultancy  ,13000000000,176,,,6,0%,1154,342%,servival
Creative Blend,,,Riyadh ,Creative Blend is an advertising and branding agency.,2016,,,Seed,,,"Advertising, Marketing, Social Media",Sales&Marketing,13000000000,76,,,55,82%,1894,-10%,servival
Forsan Foods and Consumer Products,300000000,,Riyadh ,"Forsan Foods and Consumer Products is a manufacturer, retailer and distributor of meat, bakery ingredients, and consumer items.",2015,,,Series B,,,"Food and Beverage, Food Processing, Manufacturing, Retail",Consultancy  ,13000000000,6,,,9,90%,469,,servival
Table Knight Games,,,Riyadh ,Game Development Studio,2018,,,Seed,,,"Android, Gaming, iOS, Mobile Apps, Software, Video Games",FinTech,13000000000,6,,,,,,,servival
Tetco,,,Riyadh ,Tetco helps the education sector with information technology tasks and by providing solutions to both private and public sectors.,2010,,,Series B,,,"EdTech, Education, Information Technology",Consumer Services,42000000000,31,,,112,89%,4145,-80%,servival
Bagedo IB,1000000,,Riyadh ,An ecommerce expert with an array of solutions for business owners,2021,,,Seed,,,"E-Commerce, Software",Sales&Marketing,13000000000,6,,,,,,,servival
Saudisoft,,,Riyadh ,"Saudisoft provides distribution services, software solutions, translation and localization services.",2009,,,Series B,,,"Information Technology, Software, Translation Service",HealthTech ,5400000000,31,,,366,79%,57447,-86%,servival
OSCAR,,,Riyadh ,OSCAR is a startup looking to develop a localized sustainable procurement platform and due diligence solution.,2017,1,,Seed,,,"Procurement, Sustainability",Consumer Services,42000000000,6,,,,,,,servival
32Personalities,,,Jeddah ,"Personality Test, Community and Compatibility Chart",1980,,,Series C,,,"Apps, Personal Development, Social Network",FinTech,13000000000,751,,,,,,,servival
Gulf Research Center,5500000,,Riyadh ,"Gulf Research Center provides research, analysis, consultation, publication, executive learning, GRC fellowship and events services.",2018,,,Seed,,,"Consulting, Product Research, Publishing",HealthTech,5400000000,376,4,9,83,43%,2808,26%,servival
Ways,,,Riyadh ,Ways is a marketing and advertising agency.,2004,,,Series B,,,"Advertising, Marketing",FinTech,13000000000,31,,,100,34%,262,-94%,servival
Professional Recruitment,5500000,,Riyadh ,A Recruitment firm Specialized in Executive level. ,2017,1,,Seed,,,"Consulting, Human Resources, Legal",FinTech,13000000000,31,,,,,,,servival
Hunting Dollars,,,Riyadh ,Hunting Dollars is a stage to assist Startups and Angel Investors to find each others.,2015,2,,Series B,,,"Angel Investment, Information Services, Private Social Networking, Small and Medium Businesses",Consumer Services,42000000000,31,,,,,,,servival
N5 Holding,,,Riyadh ,N5 Holding is a Saudi company dedicated to high quality work and is premised on building a strong and dynamic Saudi Arabia.,2011,,,Series B,,,Government,IT,13000000000,376,,,,,,,servival
Reayyat,,,Riyadh ,Reayyat is a sponsorship platform for community of interests & non-profit organizations.,2019,2,,Seed,,,"Communities, Marketing, Social Entrepreneurship, Sponsorship",Travel&Tourism ,18000000000,6,,,20,0%,31,,servival
Health Matrix,,,Riyadh ,"Health Matrix offer solutions on healthcare, workforce management, infection control, surveillance patient and staff engagement.",2007,1,,Series B,,,"Consulting, Health Care, Information Technology, Professional Services",IT,13000000000,6,,,0,100%,371,-11%,servival
Grownomy,5500000,,Ash Sharqiyah,"Grownomy is a professional services company providing consultancy, technology, project and operations services.",2005,,,Series B,,,"Business Development, Information Services, Information Technology",IT,13000000000,6,,,,,,,servival
Alhamrani Universal,,,Jeddah ,"Alhamrani Universal offers software managed services, financial, retail, future digital, physical, and cyber security solutions.",1997,,,Series C,,,"Apps, Cyber Security, Financial Services",Travel&Tourism ,18000000000,176,,,2557,67%,666,-47%,exited
Ascend Healthcare Solutions,5500000,,Ash Sharqiyah,Ascend Healthcare Solutions enable their clients focusing on opportunities to unlock value and drive outcomes.,1997,,,Series C,,,"Health Care, Hospital, Medical",E-Commerce,13000000000,6,,,3410,29%,136765,46%,servival
Money Experts Company,,,Riyadh ,Money Experts Company provides business and finance training.,2013,,,Series B,,,"Education, Finance, Financial Services, Training",Business Intelligence,13000000000,6,,,111,70%,12276,133%,servival
Saudi Real Estate Refinance Company,5500000,,Riyadh ,Saudi Real Estate Refinance Company provides real estate financing solution services.,2015,,,Series B,,,"Finance, Financial Services, Real Estate Investment",E-Commerce,13000000000,31,,,,,,,servival
Saboonah ØµØ§Ø¨ÙˆÙ†Ø©,,,Riyadh ,Saboonah is App for cloths laundry in Saudi Arabia,2016,1,Seed,Pre-Seed,1,1,"Apps, Delivery, Laundry and Dry-cleaning",E-Commerce,13000000000,31,,14,,,,,servival
Securenass,,,Jeddah ,"Securenass specializes in network security, cybersecurity, compliance, penetration testing, digital forensics, and cloud security services.",1993,,,Series C,,,"Cloud Security, Compliance, Cyber Security, Information Technology, Network Security",Travel&Tourism ,18000000000,751,,,0,100%,172,-78%,exited
Dileel,,,Riyadh ,"With the easiest and fastest way and the variety of options, we designed the events guide to be the best solution for your events.",2007,1,,Series B,,,"Business Travel, Customer Service, Software",Data Analysis,13000000000,76,,,,,,,servival
Squircle,1000000,,Riyad,We focused on the gap between the needs and availability of services and build the strong services that's satisfied needs.,1989,,,Series C,,,Internet,IT,13000000000,76,,,,,,,servival
ARABIAN SPAR CO. LTD,30000000,,Riyadh ,"SPAR has evolved as a pioneer in the provision of various types of Access Solutions, Scaffolding products, Scaffolding in al jubail.",2015,,,Series B,,,,Consultancy  ,13000000000,31,,,,,,,servival
Budget Saudi,,,Riyadh ,Budget Saudi is a vehicle renting and leasing company.,1994,1,IPO,Series C,,,"Automotive, Limousine Service, Rental, Sales, Transportation",Energy,49500000000,31,,,327,37%,55612,-28%,exited
Gulf Computer Center,1000000,,Riyadh ,best quality electronic products,2009,,,Series B,,,"E-Commerce, Electronics",Telecommunication,2500000000,31,,,,,,,servival
